22,23,24,25,"2,22,10,3","2,23,10,3","2,24,10,3","2,2,21,10,3,10,3","2,2,22,10,3,10,3","2,2,23,10,3,10,3","2,2,24,10,3,10,3","2,22,16,3",26
9.0,0.0,1.0,79.5,0.22295787814092352,-0.9928108341650637,1.0043384151638892,1.003075333752292,0.2229578781409236,-0.992810834165064,1.0043384151638894,0.177978515625,0.0
3.0,1.0,1.0,12.8,-1.031519601304219,1.0072412241965327,1.0043384151638892,-0.6277310153159505,-1.031519601304219,1.007241224196533,1.0043384151638894,0.006591796875,0.0
7.0,0.0,1.0,52.8,-0.19520128167412398,-0.9928108341650637,1.0043384151638892,-0.016178634415359553,-0.1952012816741239,-0.992810834165064,1.0043384151638894,0.083740234375,0.0
5.0,1.0,0.0,0.0,-0.6133604414891715,1.0072412241965327,-0.9956803253779938,-1.4431341898500716,-0.6133604414891713,1.007241224196533,-0.9956803253779939,0.030517578125,1.0
15.0,0.0,0.0,0.8,1.477435357586066,-0.9928108341650637,-0.9956803253779938,-0.4238802216824202,1.477435357586066,-0.992810834165064,-0.9956803253779939,0.823974609375,1.0
2.0,0.0,1.0,7.6,-1.2405991812117427,-0.9928108341650637,1.0043384151638892,0.7992245401187617,-1.2405991812117427,-0.992810834165064,1.0043384151638894,0.001953125,1.0
12.0,0.0,0.0,0.0,0.8501966178634948,-0.9928108341650637,-0.9956803253779938,-0.4238802216824202,0.8501966178634949,-0.992810834165064,-0.9956803253779939,0.421875,1.0
12.0,1.0,0.0,0.0,0.8501966178634948,1.0072412241965327,-0.9956803253779938,-0.4238802216824202,0.8501966178634949,1.007241224196533,-0.9956803253779939,0.421875,1.0
0.0,0.0,1.0,147.2,-1.6587583410267903,-0.9928108341650637,1.0043384151638892,0.18767215921817076,-1.6587583410267903,-0.992810834165064,1.0043384151638894,0.0,0.0
3.0,1.0,0.0,0.0,-1.031519601304219,1.0072412241965327,-0.9956803253779938,0.7992245401187617,-1.031519601304219,1.007241224196533,-0.9956803253779939,0.006591796875,1.0
2.0,0.0,0.0,3.8,-1.2405991812117427,-0.9928108341650637,-0.9956803253779938,-0.22002942804888986,-1.2405991812117427,-0.992810834165064,-0.9956803253779939,0.001953125,1.0
6.0,0.0,1.0,89.1,-0.4042808615816477,-0.9928108341650637,1.0043384151638892,-0.6277310153159505,-0.4042808615816476,-0.992810834165064,1.0043384151638894,0.052734375,0.0
6.0,0.0,0.0,31.8,-0.4042808615816477,-0.9928108341650637,-0.9956803253779938,-0.6277310153159505,-0.4042808615816476,-0.992810834165064,-0.9956803253779939,0.052734375,0.0
7.0,1.0,0.0,0.6,-0.19520128167412398,1.0072412241965327,-0.9956803253779938,-1.2392833962165413,-0.1952012816741239,1.007241224196533,-0.9956803253779939,0.083740234375,1.0
11.0,0.0,1.0,127.9,0.641117037955971,-0.9928108341650637,1.0043384151638892,0.18767215921817076,0.6411170379559711,-0.992810834165064,1.0043384151638894,0.324951171875,0.0
4.0,1.0,1.0,0.0,-0.8224400213966953,1.0072412241965327,1.0043384151638892,1.4107769210193526,-0.8224400213966951,1.007241224196533,1.0043384151638894,0.015625,1.0
