21,23,24,25,26,27,30,34,38,40,"2,21,10,3","2,23,10,3","2,24,10,3","2,26,10,3","2,27,10,3","2,29,10,3","2,32,10,3","2,34,10,3","2,37,10,3","2,2,22,10,3,10,3","2,21,8,3","2,23,8,3","2,27,8,3","2,30,8,3","2,32,8,3","2,34,8,3","2,37,8,3","2,40,8,3","2,2,22,10,3,8,3","2,2,21,10,3,8,3","2,2,23,10,3,8,3","2,2,24,10,3,8,3","2,2,26,10,3,8,3","2,2,27,10,3,8,3","2,2,28,10,3,8,3","2,2,29,10,3,8,3","2,2,30,10,3,8,3","2,2,31,10,3,8,3","2,2,34,10,3,8,3","2,2,36,10,3,8,3","2,2,37,10,3,8,3","2,2,39,10,3,8,3",41
1.0,0.0,9.0,3632.0,2.0,0.0,1.0,0.0,1.0,0.0,-0.4506442351563536,-2.145429478071939,1.840530027420839,-0.09558586332864395,-1.1097380509548151,-1.3950427214160193,-1.1524369234027605,-2.0531780684946237,-0.29269840836506456,0.23647671591533856,0.5403023058681398,1.0,1.0,0.5403023058681398,1.0,1.0,0.5403023058681398,1.0,0.9721694381392254,0.9001666954228865,-0.5435268974719939,-0.26647477564774985,0.9954351485777909,0.44489612889877406,-0.21604511933301296,0.17485018329995877,-0.20186462528794089,0.5114334454236652,-0.4638904565739143,0.7515133185441575,0.9574687718928212,0.6636158965099183,1.0
3.0,3.0,6.0,3181.0,2.0,2.0,2.0,1.0,1.0,1.0,1.1492761263454938,0.7215141451867766,0.6157780683237928,-0.09558586332864395,0.3633655565073289,-1.3950427214160193,-0.32433853532892054,0.2537635814993355,-0.29269840836506456,0.23647671591533856,-0.9899924966004454,-0.9899924966004454,-0.4161468365471424,-0.4161468365471424,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.9721694381392254,0.4091480595733036,0.7508064635869489,0.8163242865624296,0.9954351485777909,0.9347059266450756,0.6243346941249601,0.17485018329995877,0.9501220105819898,0.5114334454236652,0.9679744368508514,0.7515133185441575,0.9574687718928212,0.37794936683358227,1.0
2.0,3.0,4.0,1330.0,2.0,2.0,2.0,1.0,1.0,1.0,0.3493159455945701,0.7215141451867766,-0.20072323774090461,-0.09558586332864395,0.3633655565073289,0.8154122949121803,1.3318582408187591,0.2537635814993355,-0.29269840836506456,-0.7668422909146189,-0.4161468365471424,-0.9899924966004454,-0.4161468365471424,-0.4161468365471424,-0.9899924966004454,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.7201052793393993,0.939607053804358,0.7508064635869489,0.9799226363726887,0.9954351485777909,0.9347059266450756,0.6243346941249601,0.6855682976090849,0.9501220105819898,-0.1080214899864226,0.9679744368508514,0.7515133185441575,0.9574687718928212,0.6636158965099183,1.0
0.0,3.0,0.0,2528.0,2.0,2.0,2.0,1.0,2.0,1.0,-1.2506044159072773,0.7215141451867766,-1.8337258498702995,-0.09558586332864395,0.3633655565073289,-1.3950427214160193,-0.32433853532892054,0.2537635814993355,-0.29269840836506456,0.4873064676228279,1.0,-0.9899924966004454,-0.4161468365471424,-0.4161468365471424,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.8835973024326474,0.31474872343393345,0.7508064635869489,-0.25991050643811453,0.9954351485777909,0.9347059266450756,0.6243346941249601,0.17485018329995877,0.9501220105819898,-0.1080214899864226,0.9679744368508514,0.7515133185441575,0.9574687718928212,0.37794936683358227,1.0
1.0,3.0,3.0,3345.0,2.0,3.0,2.0,1.0,1.0,1.0,-0.4506442351563536,0.7215141451867766,-0.6089738907732534,-0.09558586332864395,1.099917360238401,0.8154122949121803,-0.32433853532892054,0.2537635814993355,-1.3506444626966234,0.23647671591533856,0.5403023058681398,-0.9899924966004454,-0.9899924966004454,-0.4161468365471424,0.5403023058681398,0.5403023058681398,1.0,0.5403023058681398,0.9721694381392254,0.9001666954228865,0.7508064635869489,0.8202354108251174,0.9954351485777909,0.45366976904038553,0.6243346941249601,0.6855682976090849,0.9501220105819898,0.7146277089665484,0.9679744368508514,0.7515133185441575,0.21837782434996675,0.37794936683358227,0.0
3.0,1.0,6.0,5771.0,2.0,1.0,2.0,1.0,1.0,1.0,1.1492761263454938,-1.189781603652367,0.6157780683237928,-0.09558586332864395,-0.3731862472237431,-1.3950427214160193,-1.1524369234027605,0.2537635814993355,-0.29269840836506456,0.7381362193303173,-0.9899924966004454,0.5403023058681398,0.5403023058681398,-0.4161468365471424,1.0,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.7397240001767412,0.4091480595733036,0.3718626157871004,0.8163242865624296,0.9954351485777909,0.9311704188199319,0.6243346941249601,0.17485018329995877,0.9501220105819898,0.7146277089665484,0.9679744368508514,0.52117878684274,0.9574687718928212,0.6636158965099183,1.0
3.0,3.0,4.0,2390.0,4.0,3.0,2.0,1.0,1.0,1.0,1.1492761263454938,0.7215141451867766,-0.20072323774090461,1.6966490740834337,1.099917360238401,0.8154122949121803,-1.1524369234027605,0.2537635814993355,-0.29269840836506456,-0.7668422909146189,-0.9899924966004454,-0.9899924966004454,-0.9899924966004454,-0.4161468365471424,1.0,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.7201052793393993,0.4091480595733036,0.7508064635869489,0.9799226363726887,-0.1255207818227518,0.45366976904038553,0.6243346941249601,0.6855682976090849,0.9501220105819898,0.9916111046291713,0.9679744368508514,0.7515133185441575,0.9574687718928212,0.37794936683358227,1.0
3.0,2.0,3.0,1808.0,2.0,1.0,2.0,1.0,1.0,1.0,1.1492761263454938,-0.23413372923279518,-0.6089738907732534,-0.09558586332864395,-0.3731862472237431,-1.3950427214160193,1.3318582408187591,0.2537635814993355,-0.29269840836506456,-0.2651827874996401,-0.9899924966004454,-0.4161468365471424,0.5403023058681398,-0.4161468365471424,-0.9899924966004454,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.9650446110188562,0.4091480595733036,0.9727156814795788,0.8202354108251174,0.9954351485777909,0.9311704188199319,0.6243346941249601,0.17485018329995877,0.9501220105819898,-0.1080214899864226,0.9679744368508514,0.7515133185441575,0.9574687718928212,0.6636158965099183,0.0
3.0,2.0,4.0,2032.0,2.0,3.0,2.0,1.0,1.0,1.0,1.1492761263454938,-0.23413372923279518,-0.20072323774090461,-0.09558586332864395,1.099917360238401,0.8154122949121803,0.5037598527449193,0.2537635814993355,-0.29269840836506456,0.23647671591533856,-0.9899924966004454,-0.4161468365471424,-0.9899924966004454,-0.4161468365471424,-0.4161468365471424,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.9721694381392254,0.4091480595733036,0.9727156814795788,0.9799226363726887,0.9954351485777909,0.45366976904038553,0.6243346941249601,0.6855682976090849,0.9501220105819898,0.5114334454236652,0.9679744368508514,0.52117878684274,0.9574687718928212,0.37794936683358227,1.0
0.0,3.0,6.0,1967.0,2.0,3.0,2.0,1.0,1.0,1.0,-1.2506044159072773,0.7215141451867766,0.6157780683237928,-0.09558586332864395,1.099917360238401,-1.3950427214160193,-1.1524369234027605,0.2537635814993355,-0.29269840836506456,0.23647671591533856,1.0,-0.9899924966004454,-0.9899924966004454,-0.4161468365471424,1.0,0.5403023058681398,0.5403023058681398,0.5403023058681398,0.9721694381392254,0.31474872343393345,0.7508064635869489,0.8163242865624296,0.9954351485777909,0.45366976904038553,0.6243346941249601,0.17485018329995877,0.9501220105819898,0.5114334454236652,0.9679744368508514,0.7515133185441575,0.9574687718928212,0.37794936683358227,1.0
